Data from back_NQ51B22081__0__11-35-54-129.txt Node

Date: Wed May 06 11:35:54 CEST 2026
User: FIDOPA_3
Spectrometer: NQ51B2208
Trigger mode: 0
Integration Time (sec): 1.000000E-3
Scans to average: 1
Nonlinearity correction enabled: true
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 512
>>>>>Begin Spectral Data<<<<<
898.972	2317.3599
900.581	2301.54394
902.19	2331.06708
903.799	2282.56481
905.407	2355.31829
907.016	2282.56481
908.624	2332.12148
910.233	2286.7824
911.842	2339.50228
913.45	2290.99998
915.058	2342.66548
916.667	2303.65274
918.275	2342.66548
919.884	2305.76153
921.492	2338.44788
923.1	2305.76153
924.708	2336.33908
926.316	2314.19671
927.924	2341.61108
929.532	2301.54394
931.14	2370.07993
932.748	2296.27196
934.356	2358.4815
935.964	2292.05437
937.571	2354.26389
939.179	2315.25111
940.787	2340.55668
942.394	2298.38075
944.002	2346.88308
945.609	2299.43515
947.217	2350.04629
948.824	2292.05437
950.431	2343.71988
952.038	2303.65274
953.646	2333.17588
955.253	2308.92472
956.86	2315.25111
958.467	2292.05437
960.074	2324.74069
961.681	2288.89119
963.287	2316.3055
964.894	2298.38075
966.501	2328.95829
968.107	2303.65274
969.714	2337.39348
971.32	2297.32636
972.927	2340.55668
974.533	2315.25111
976.139	2331.06708
977.745	2296.27196
979.352	2342.66548
980.958	2287.83679
982.564	2320.5231
984.17	2295.21756
985.775	2322.63189
987.381	2295.21756
988.987	2324.74069
990.593	2313.14231
992.198	2323.68629
993.804	2308.92472
995.409	2331.06708
997.014	2308.92472
998.62	2331.06708
1000.225	2303.65274
1001.83	2343.71988
1003.435	2279.40163
1005.04	2303.65274
1006.645	2302.59834
1008.249	2322.63189
1009.854	2290.99998
1011.459	2330.01269
1013.063	2319.4687
1014.668	2328.95829
1016.272	2293.10877
1017.876	2328.95829
1019.481	2304.70713
1021.085	2334.23028
1022.689	2282.56481
1024.293	2328.95829
1025.897	2289.94558
1027.5	2336.33908
1029.104	2272.02087
1030.708	2327.90389
1032.311	2298.38075
1033.915	2312.08791
1035.518	2297.32636
1037.121	2328.95829
1038.725	2302.59834
