Data from uniphase1103p110838_USB4C031521__0__16-10-06-126.txt Node

Date: Wed May 06 16:10:06 CEST 2026
User: FIDOPA_3
Spectrometer: USB4C03152
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 2.000000E-3
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
445.929	5.80258
446.14	5.80258
446.351	5.80258
446.562	-8.5332
446.773	-29.01289
446.984	-55.63648
447.194	-0.34133
447.405	32.42617
447.616	-4.43727
447.827	20.13836
448.038	-26.96492
448.249	36.52211
448.459	11.94648
448.67	-57.68445
448.881	3.75461
449.092	30.3782
449.303	9.89852
449.513	-6.48523
449.724	1.70664
449.935	-12.62914
450.146	-4.43727
450.356	3.75461
450.567	46.76195
450.778	-22.86898
450.988	9.89852
451.199	-41.3007
451.41	-2.3893
451.62	32.42617
451.831	18.09039
452.042	-12.62914
452.252	46.76195
452.463	-24.91695
452.674	-31.06086
452.884	28.33023
453.095	-14.67711
453.305	32.42617
453.516	30.3782
453.727	-16.72508
453.937	20.13836
454.148	-26.96492
454.358	38.57008
454.569	20.13836
454.779	28.33023
454.99	-35.1568
455.2	22.18633
455.411	-0.34133
455.621	26.28227
455.832	9.89852
456.042	-4.43727
456.253	-39.25273
456.463	1.70664
456.674	7.85055
456.884	-41.3007
457.095	-20.82102
457.305	77.48148
457.515	3.75461
457.726	24.2343
457.936	-8.5332
458.147	-41.3007
458.357	-12.62914
458.567	16.04242
458.778	28.33023
458.988	-0.34133
459.198	-8.5332
459.409	28.33023
459.619	-49.49258
459.829	59.04977
460.039	30.3782
460.25	28.33023
460.46	-24.91695
460.67	24.2343
460.881	69.28961
461.091	30.3782
461.301	26.28227
461.511	30.3782
461.721	30.3782
461.932	9.89852
462.142	11.94648
462.352	32.42617
462.562	-29.01289
462.772	-33.10883
462.983	-6.48523
463.193	-0.34133
463.403	73.38555
463.613	-2.3893
463.823	5.80258
464.033	22.18633
464.243	42.66602
464.453	-4.43727
464.664	20.13836
464.874	1.70664
465.084	3.75461
465.294	34.47414
465.504	42.66602
465.714	26.28227
465.924	36.52211
466.134	-2.3893
466.344	-0.34133
466.554	-49.49258
466.764	83.62539
466.974	-57.68445
467.184	16.04242
467.394	-4.43727
467.604	20.13836
467.814	7.85055
468.024	-24.91695
468.233	81.57742
468.443	-31.06086
468.653	-35.1568
468.863	3.75461
469.073	57.0018
469.283	-39.25273
469.493	30.3782
469.703	-20.82102
469.912	97.96117
470.122	18.09039
470.332	-6.48523
470.542	40.61805
470.752	32.42617
470.962	36.52211
471.171	32.42617
471.381	-26.96492
471.591	-10.58117
471.801	57.0018
472.01	67.24164
472.22	-2.3893
472.43	61.09773
472.64	1.70664
472.849	-24.91695
473.059	20.13836
473.269	57.0018
473.478	-82.26008
473.688	-26.96492
473.898	-16.72508
474.107	-10.58117
474.317	1.70664
474.527	-35.1568
474.736	16.04242
474.946	85.67336
475.155	1.70664
475.365	75.43352
475.575	73.38555
475.784	24.2343
475.994	-4.43727
476.203	11.94648
476.413	-55.63648
476.622	-37.20477
476.832	63.1457
477.041	75.43352
477.251	-0.34133
477.46	20.13836
477.67	16.04242
477.879	-10.58117
478.089	-55.63648
478.298	-14.67711
478.508	-12.62914
478.717	54.95383
478.927	16.04242
479.136	16.04242
479.345	20.13836
479.555	11.94648
479.764	32.42617
479.974	28.33023
480.183	-76.11617
480.392	32.42617
480.602	65.19367
480.811	63.1457
481.02	40.61805
481.23	16.04242
481.439	38.57008
481.648	3.75461
481.858	44.71398
482.067	32.42617
482.276	-43.34867
482.485	61.09773
482.695	65.19367
482.904	16.04242
483.113	69.28961
483.322	7.85055
483.532	-31.06086
483.741	20.13836
483.95	-26.96492
484.159	5.80258
484.368	57.0018
484.577	73.38555
484.787	40.61805
484.996	67.24164
485.205	-14.67711
485.414	-4.43727
485.623	-35.1568
